Name,Card Type,Card Sub-Type,Attribute,Monster Type,Class,Level,ATK,DEF,Card Text,Select Your Deck Here,Highest Playability
Lizard Soldier,Monster,Normal,Wind,Dragon,,3,1100,800,"A beast soldier derived from dragons, it is small for a Dragon-Type. Moving very quickly, this monster is an excellent strategist.",Select a deck above,Junk
Lone Wolf,Trap,Continuous,,,,,,,"You can only activate this card if there is only 1 monster on your side of the field, and it is ""Chu-Ske the Mouse Fighter"", ""Monk Fighter"", or ""Master Monk"". That monster is not destroyed as a result of battle, and is unaffected by any of your opponent's monster effects.",Select a deck above,Junk
Lord of D.,Monster,Effect,Dark,Spellcaster,,4,1200,1100,"Face-up Dragon-Type monsters cannot be targeted by Spells, Traps, or card effects.",Select a deck above,Junk
Lord of the Lamp,Monster,Normal,Dark,Fiend,,4,1400,1200,This spirit emerges from the mystic lamp and obeys the wishes of its summoner.,Select a deck above,Junk
Lord Poison,Monster,Effect,Water,Plant,,4,1500,1000,"When this card is destroyed by battle and sent to the Graveyard: Target 1 Plant-Type monster in your Graveyard, except ""Lord Poison""; Special Summon that target.",Select a deck above,Junk
Lost Guardian,Monster,Effect,Earth,Rock,,4,100,?,The original DEF of this card equals the number of your banished Rock-Type monsters * 700.,Select a deck above,Junk
Luminous Soldier,Monster,Effect,Light,Warrior,,5,2100,1400,"If this card battles with a DARK monster, increase the ATK of this card by 500 points during the Damage Step.",Select a deck above,Junk
Luminous Spark,Spell,Field,,,,,,,Increase the ATK of all LIGHT monsters by 500 and decreases their DEF by 400 points.,Select a deck above,Junk
Luster Dragon,Monster,Normal,Wind,Dragon,,4,1900,1600,"A very beautiful dragon covered with sapphire. It does not like fights, but has incredibly high attack power.",Select a deck above,Junk
Luster Dragon #2,Monster,Normal,Wind,Dragon,,6,2400,1400,"This dragon feeds on emerald. Enchanted by this monster even when attacked, few people live to tell of its beauty.",Select a deck above,Junk
M-Warrior #1,Monster,Normal,Earth,Warrior,,3,1000,500,"Specializing in combination attacks, this warrior uses magnetism to block an enemy's escape.",Select a deck above,Junk
M-Warrior #2,Monster,Normal,Earth,Warrior,,3,500,1000,"Specializing in combination attacks, this warrior is equipped with a tough, magnetically coated armor.",Select a deck above,Junk
Machine Conversion Factory,Spell,Equip,,,,,,,A Machine-Type monster equipped with this card increases its ATK and DEF by 300 points.,Select a deck above,Junk
Machine Duplication,Spell,Normal,,,,,,,Select 1 face-up Machine-Type monster you control with 500 or less ATK. You can Special Summon up to 2 cards with the same name from your Deck.,Select a deck above,Junk
Machine King,Monster,Effect,Earth,Machine,,6,2200,2000,Increase the ATK of this card by 100 points for each face-up Machine-Type monster on the field.,Select a deck above,Junk
Mad Dog of Darkness,Monster,Normal,Dark,Beast,,4,1900,1400,"He used to be a normal dog who played around in a park, but was corrupted by the powers of darkness.",Select a deck above,Junk
Mad Sword Beast,Monster,Effect,Earth,Dinosaur,,4,1400,1200,"If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent.",Select a deck above,Junk
Mage Power,Spell,Equip,,,,,,,The equipped monster gains 500 ATK and DEF for each Spell and Trap Card you control.,Select a deck above,Junk
Magic Cylinder,Trap,Normal,,,,,,,"When an opponent's monster declares an attack: Target the attacking monster; negate the attack, and if you do, inflict damage to your opponent equal to its ATK.",Select a deck above,Optional
Magic Drain,Trap,Counter,,,,,,,When your opponent activates a Spell Card: Negate the activation and destroy it. Your opponent can discard 1 Spell Card to negate this card's effect.,Select a deck above,Optional
Magic Jammer,Trap,Counter,,,,,,,"When a Spell Card is activated: Discard 1 card; negate the activation, and if you do, destroy it.",Select a deck above,Borderline
Magic Reflector,Spell,Normal,,,,,,,"Select 1 Spell Card that remains face-up on your side of the field and put 1 counter on it. If the selected card is destroyed, the counter is removed instead of the card being destroyed.",Select a deck above,Junk
Magical Ghost,Monster,Normal,Dark,Zombie,,4,1300,1400,This creature casts a spell of terror and confusion just before attacking its enemies.,Select a deck above,Junk
Magical Hats,Trap,Normal,,,,,,,Activate only during your opponent's Battle Phase. Select 2 non-Monster Cards from your Deck and 1 monster you control. Shuffle those 3 cards and Set them on the field in face-down Defense Position. The 2 cards selected from your Deck are treated as monsters (ATK 0/DEF 0) and are destroyed at the end of the Battle Phase.,Select a deck above,Junk
Magical Labyrinth,Spell,Equip,,,,,,,"Equip ""Labyrinth Wall"" with this card. If you offer ""Labyrinth Wall"" equipped with this card as a Tribute, you can Special Summon ""Wall Shadow"" from your Deck.",Select a deck above,Junk
Magical Marionette,Monster,Effect,Dark,Spellcaster,,5,2000,1000,"Each time a Spell Card is activated, place 1 Spell Counter on this card. This card gains 200 ATK for each Spell Counter on it. You can remove 2 Spell Counters from this card to destroy 1 monster on the field.",Select a deck above,Junk
Magical Merchant,Monster,Effect,Light,Insect,Flip,1,200,700,FLIP: Pick up cards from the top of your Deck until you pick up a Spell Card or Trap Card. Add that card to your hand. Send the remaining cards to the Graveyard.,Select a deck above,Optional
Magical Plant Mandragola,Monster,Effect,Dark,Spellcaster,Flip,2,500,200,FLIP: Place 1 Spell Counter on each face-up card on the field that you can place a Spell Counter on.,Select a deck above,Junk
Magical Thorn,Trap,Continuous,,,,,,,"When your opponent's card(s) are discarded to the Graveyard, inflict 500 points of damage to his/her Life Points for each card that was discarded.",Select a deck above,Junk
Magician of Faith,Monster,Effect,Light,Spellcaster,Flip,1,300,400,FLIP: Add 1 Spell Card from your Graveyard to your hand.,Select a deck above,Staple
Maha Vailo,Monster,Effect,Light,Spellcaster,,4,1550,1400,This card gains 500 ATK for each Equip Card equipped to this card.,Select a deck above,Junk
Maharaghi,Monster,Effect,Earth,Rock,Spirit,4,1200,1700,"This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned or flipped face-up. If this card is Normal Summoned or flipped face-up, look at 1 card on the top of your Deck during your next Draw Phase (before you draw), and return the card to the top or the bottom of your Deck.",Select a deck above,Junk
Maiden of the Aqua,Monster,Effect,Water,Aqua,,4,700,2000,"As long as this card remains face-up on the field, the field is treated as Umi"" (however there is no increasing or decreasing of ATK/DEF due to ""Umi""'s effect). If there is an active Field Spell Card on the field, this effect is not applied.""",Select a deck above,Junk
Maiden of the Moonlight,Monster,Normal,Light,Spellcaster,,4,1500,1300,A sorcerer blessed by lunar light with powers far beyond mortal comprehension.,Select a deck above,Junk
Maji-Gire Panda,Monster,Effect,Earth,Beast,,4,1000,800,"As long as this card remains face-up on the field, each time a Beast-Type monster(s) on the field is destroyed, increase the ATK of this card by 500 points.",Select a deck above,Junk
Major Riot,Trap,Normal,,,,,,,You can activate this card when 1 or more of your monsters are returned from the field to your hand. Return all Monster Cards on the field to your respective hands. Both you and your opponent can then Special Summon from your hand the same number of Monster Cards on the field in face-down Defense Position.,Select a deck above,Junk
Maju Garzett,Monster,Effect,Dark,Fiend,,7,0,0,The ATK of this card becomes equal to the combined original ATK of the 2 monsters you Tributed for the Tribute Summon of this card.,Select a deck above,Junk
Malevolent Nuzzler,Spell,Equip,,,,,,,"The equipped monster gains 700 ATK. When this card is sent from the field to the Graveyard, you can pay 500 Life Points to return this card to the top of your Deck.",Select a deck above,Junk
Malice Dispersion,Spell,Quick-Play,,,,,,,Discard 1 card from your hand. Destroy all face-up Continuous Trap Cards on the field.,Select a deck above,Junk
Malice Doll of Demise,Monster,Effect,Dark,Fiend,,4,1600,1700,"If this card is sent from the field to the Graveyard by the effect of a Continuous Spell Card, Special Summon this card from the Graveyard during your Standby Phase.",Select a deck above,Junk
Mammoth Graveyard,Monster,Normal,Earth,Dinosaur,,3,1200,800,A mammoth that protects the graves of its pack and is absolutely merciless when facing grave-robbers.,Select a deck above,Junk
Man Eater,Monster,Normal,Earth,Plant,,2,800,600,Man-eating plant with poison feelers for attacking enemies.,Select a deck above,Junk
Man-Eater Bug,Monster,Effect,Earth,Insect,Flip,2,450,600,FLIP: Select and destroy 1 monster on the field.,Select a deck above,Junk
Man-Eating Treasure Chest,Monster,Normal,Dark,Fiend,,4,1600,1000,A monster disguised as a treasure chest that is known to attack the unwary adventurer.,Select a deck above,Junk
Man-Thro' Tro',Monster,Effect,Earth,Beast-Warrior,,4,1000,1000,"By tributing 1 Normal Monster (except a Token) on your side of the field, inflict 800 points of damage to your opponent's Life Points.",Select a deck above,Junk
Manga Ryu-Ran,Monster,Effect,Fire,Dragon,Toon,7,2200,2600,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned while you control ""Toon World"". You can Special Summon this card from your hand (but Tributes are required if it is Level 5 or higher). This card cannot attack during the turn it is Summoned. This card cannot attack unless you pay 500 Life Points. When ""Toon World"" is destroyed, destroy this card. If your opponent doesn't control a Toon Monster, this card can attack your opponent directly. If your opponent controls a face-up Toon Monster, you must select it as an attack target.",Select a deck above,Junk
Manju of the Ten Thousand Hands,Monster,Effect,Light,Fairy,,4,1400,1000,When this card is Normal or Flip Summoned: You can add 1 Ritual Monster Card or 1 Ritual Spell Card from your Deck to your hand.,Select a deck above,Junk
Manticore of Darkness,Monster,Effect,Fire,Beast-Warrior,,6,2300,1000,"During the End Phase of any turn this card is sent to the Graveyard, you can send 1 Beast, Beast-Warrior or Winged Beast-Type Monster Card from your hand or your side of the field to the Graveyard to Special Summon this card from the Graveyard.",Select a deck above,Junk
Marauding Captain,Monster,Effect,Earth,Warrior,,3,1200,400,"Your opponent cannot target face-up Warrior-Type monsters for attacks, except this one. When this card is Normal Summoned: You can Special Summon 1 Level 4 or lower monster from your hand.",Select a deck above,Borderline
Maryokutai,Monster,Effect,Water,Aqua,,3,900,900,"You can only activate this card's effect during your opponent's turn. When your opponent activates a Spell Card, Tribute this face-up card to negate the activation of the Spell Card and destroy it.",Select a deck above,Junk
Masaki the Legendary Swordsman,Monster,Normal,Earth,Warrior,,4,1100,1100,Legendary swordmaster Masaki is a veteran of over 100 battles.,Select a deck above,Junk
Mask of Brutality,Spell,Equip,,,,,,,"A monster equipped with this card increases its ATK by 1000 points and decreases its DEF by 1000 points. Pay 1000 Life Points during each of your Standby Phases. If you cannot, this card is destroyed.",Select a deck above,Junk
